id,xd_id,pref_name_for_society,glottocode,ORIG_name_and_ID_in_this_dataset,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_link,origLat,origLong,Lat,Long,Comment,glottocode_comment
Ci10,xd575,Armenians,nucl1235,Armenians (Ci10),,1900,,,40,45,40,45,Original,
Ci11,xd576,Kurd,cent1972,Kurd (Ci11),,1940,Kurd (MA11),http://ehrafworldcultures.yale.edu/collection?owc=MA11,32,44,32,44,Original,
Ci12,xd577,Abkhaz,abkh1244,Abkhaz (Ci12),,1880,Abkhaz (RI03),http://ehrafworldcultures.yale.edu/collection?owc=RI03,43,41,43,41,Original,
Ci2,xd578,Khevsur,xevs1238,Khevsur (Ci2),Chevsur,1930,,,43,45,43,45,Original,
Ci3,xd579,Kumyk,kumy1244,Kumyk (Ci3),Kumuk,1900,,,42,48,42,48,Original,
Ac32,xd58,Kaonde,kaon1241,Kaonde (Ac32),Bakaonde,1920,,,-13,26,-13,26,Original,
Ci4,xd580,Cherkess,kaba1278,Cherkess (Ci4),Circassians,1920,,,44,42,44,42,Original,
Ci5,xd581,Turks,nucl1301,Turks (Ci5),,1950,Turks (MB01),http://ehrafworldcultures.yale.edu/collection?owc=MB01,38,30,38,30,Original,
Ci6,xd582,Ossetians,osse1243,Osset (Ci6),"Osset, Ossete",1880,,,43,44,43,44,Original,
Ci7,xd583,Chechen,chec1245,Chechen (Ci7),,1900,,,43,46,43,46,Original,
Ci8,xd584,Georgians,imer1248,Georgians (Ci8),"Kartvelebi, Grusians, Kartveli",1850,Georgia (RI01),in process,42,45,42,45,Original,
Ci9,xd585,Svan,svan1243,Svan (Ci9),Mushüan,1910,,,43,43,43,43,Original,
Cj1,xd586,Syrians,nort3142,Syrians (Cj1),,1950,Syria (MD01),in process,36,36,36,36,Original,"Note, previously matched to a dialect of nort3139 (nort3140); corrected to [nort3142][ayp] on 5Sept2018. Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction."
Cj10,xd587,Madan,meso1252,Madan (Cj10),"Marsh Arabs, Ma'dan, Ma'adan",1950,,,31,47,31,47,Original,
Cj2,xd588,Rwala,east2690,Rwala (Cj2),Rwala Bedouin,1920,Rwala (MD04),http://ehrafworldcultures.yale.edu/collection?owc=MD04,33,37,33,37,Original,"Changed from ars to avl on 8 April 2017 based on comment from H. Hammarström: The sources pertain to edouin tribes of the Sinai (like the Rwala) they are covered in the Eastern Egyptian Bedawi Arabic entry in Ethnologue [avl]. April 2019: Note that HRAF summary suggests a link to najd1235 (ars) is more appropriate, however najd1235 is spoken further East than the territory described by the same HRAF summary (which reports Rwala Bedouin as grazing their livestock along the Jordan-Saudia Arabia border, North to Damascus (or even Homs), South to the Nafud desert, east (sometimes) to Karbala, Iraq)."
Cj3,xd589,Hebrews,anci1244,Hebrews (Cj3),,-800,,,32,35,32,35,Original,Changed from hebr [hbr] to anci1244 [hbo] in Nov 2018 based on date of cultural observations
Ac33,xd59,Lala,lala1264,Lala (Ac33),Balala,1940,,,-15,31,-15,31,Original,
Cj4,xd590,Babylonians,akka1240,Babylonians (Cj4),,-2000,,,32,45,32,45,Original,Changed from tmr to akk on 8 April 2017 based on comment from H. Hammarström: several [of the sources] deal with Babylonia in Hammurabi's time. The language spoken by this culture was Akkadian [akk].
Cj5,xd591,Mutair,sout3119,Mutair (Cj5),,1930,,,28,47,28,47,Original,
Cj6,xd592,Jordanians,sout3123,Jordanians (Cj6),,1950,Jordan (MG01),in process,32,36,32,36,Original,
Cj7,xd593,Lebanese,nort3139,Lebanese (Cj7),,1950,Lebanon (ME01),in process,34,36,34,36,Original,"Note, previously matched to a dialect of nort3139 (nort3141); rematched to [nort3139] after ""Syrians"" linked to a different language (so no longer sharing tip of nort3139 with ""Lebanese"" (5Sept2018). Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction."
Cj8,xd594,Druze,sunn1238,Druze (Cj8),,1930,,,33,35,32.77,35.03,Revised,
Cj9,xd595,Yemeni,sana1295,Yemeni (Cj9),,1950,Yemen (ML01),http://ehrafworldcultures.yale.edu/collection?owc=ML01,15,45,15,45,Original,
Ea1,xd596,Sindhi,sind1272,Sindhi (Ea1),Hindu Sindhi,1950,,,25,68,25,68,Original,
Ea10,xd597,Marri,east2304,Marri (Ea10),,1950,,,30,69,30,69,Original,
Ea11,xd598,Ghilzai,ghil1238,Afghans (Ea11),"Pashtuns, Pushtun, Afghans",1950,,,33,68,33,68,Original,
Ea12,xd599,Qashqui,qash1240,Quahgai (Ea12),"Quahgai, Qashgai",1940,,,30,52,30,52,Original,
Aa6,xd6,Sandawe,sand1273,Sandawe (Aa6),Wasandaui,1920,,,-5,36,-5,36,Original,
Ac34,xd60,Luapula,luun1238,Luapula (Ac34),Bena Kazembe,1940,,,-10,29,-10,29,Original,
Ea13,xd600,Punjabi,west2386,"Punjabi, West (Ea13)",Punjabi (West),1950,,,32,73,32,73,Original,"Note 8Feb2018: Changed based on note by HH: ""References look more like Western Panjabi [pnb] in Pakistan"". Focus does indeed seem to be in Western Pakistan. Note that there is an unclear note in the White SCCS pinpointing sheet for this society: ""Representative of West Punjabi (not in the Ethnographic Atlas) [sic]; Focus: Village of Mohla, Punjabi of southern Rawalpindi and northern Lahore Divisions, 32°30N and 74°E, about 1952 [...] The village of Mohla, studied by Eglar, is the most fully described, and represents the less developed form of agriculture, lacking irrigation. Coders should be careful in inferring from other village studies, since each village is highly distinctive in terms of caste composition and economic position. Honigmann's village, in the desert of southwest Rawalpindi, was founded very recently by East Punjabi are close [sic]; this village utilizes newly constructed irrigation works. The village surveys by Dass and Ghulam Yasim have not been evaluated."""
Ea2,xd601,Yusufzai,yusu1238,Pathan (Ea2),"Pukhtun, Pathan, Yusufsai, Yūsufzai, Yousafzai",1950,Pashtun (AU04),http://ehrafworldcultures.yale.edu/collection?owc=AU04,35,72,35,72,Original,
Ea3,xd602,Hazara,haza1239,Hazara (Ea3),,1930,,,35,66,35,66,Original,
Ea4,xd603,Kohistani,indu1241,Kohistani (Ea4),"Kohistei, Mayan",1950,,,35,73,35,73,Original,
Ea5,xd604,Nuristani,kamv1242,Nuri (Ea5),"Nuri, Kafirs, Kafiristanis",1890,,,36,71,36,71,Original,Changed to Kamviri (xvi) from pbu based on village in which one of two main sources spent most of his time (Kamdesh)
Ea6,xd605,Basseri,bass1257,Basseri (Ea6),,1958,Basseri (MA10),http://ehrafworldcultures.yale.edu/collection?owc=MA10,30,34,30,34,Original,
Ea7,xd606,Moghol,mogh1245,Moghol (Ea7),Mongols of Afghanistan,1950,,,34,63,34,63,Original,
Ea8,xd607,Bakhtiari,bakh1245,Bakhtiari (Ea8),,1920,,,33,48,33,48,Original,
Ea9,xd608,Iranians,tehr1242,Iranians (Ea9),,1950,,,36,52,36,52,Original,
Eb1,xd609,Kazakh,kaza1248,Kazak (Eb1),Kazak,1910,Kazakh (RQ02),http://ehrafworldcultures.yale.edu/collection?owc=RQ02,48,70,48,70,Original,
Ac35,xd61,Shila,luba1250,Shila (Ac35),"Awasira, Bashila, Wasira",1900,,,-10,28,-10,28,Original,Note 8Feb2018: Changed based on note from HH: References indicate Bashila i.e. Luba-Katanga [lub] rather than Taabwa
Eb2,xd610,Tu,tuuu1240,Monguor (Eb2),Monguor,1920,Monguor (AE09),http://ehrafworldcultures.yale.edu/collection?owc=AE09,39,100,39,100,Original,
Eb3,xd611,Khalka,halh1238,Khalka (Eb3),"Xanx, Khalka Mongols",1940,Mongolia (AH01),http://ehrafworldcultures.yale.edu/collection?owc=AH01,46,97,46,97,Original,
Eb4,xd612,Dagur,daur1238,Dagur (Eb4),Dagor,1940,,,49,125,49,125,Original,
Eb5,xd613,Turkmen,turk1304,Turkmen (Eb5),,1910,,,38,62,38,62,Original,
Eb6,xd614,Buryat,russ1264,Buryat (Eb6),,1900,,,52,107,52,107,Original,
Eb7,xd615,Chahar,peri1253,Chahar (Eb7),,1930,,,41,115,41,115,Original,
Eb8,xd616,Uzbek,nort2690,Uzbek (Eb8),,1800,,,43,60,43,60,Original,
Ec1,xd617,Nivkh,gily1242,Gilyak (Ec1),Gilyak,1920,Nivkh (RX02),http://ehrafworldcultures.yale.edu/collection?owc=RX02,53,142,53,142,Original,
Ec10,xd618,Ob Ostyak,khan1273,Ob Ostyak (Ec10),,1880,,,62,74,62,74,Original,
Ec11,xd619,Selkup,selk1253,Selkup (Ec11),Ostyak Samoyed,1900,,,59,90,59,90,Original,
Ac36,xd62,Tumbuka,tumb1250,Tumbuka (Ac36),"Atimbuka, Batumbaka, Watumbaka",1920,,,-12,34,-12,34,Original,
ec12,xd620,Nganasan,ngan1291,Nganasan (ec12),Tavgi Samoyed,1930,Samoyed_with_notes_on_Nganasan (RU04),http://ehrafworldcultures.yale.edu/collection?owc=RU04,72,90,72,90,Original,
ec13,xd621,Itelmen,itel1242,Itelmen (ec13),"Itelymem, Kamchadal",1710,,,55,168,54.98,161.79,Revised,
ec14,xd622,Ungazikmit,cent2128,Ungazikmit (ec14),"Eskaleut, Asian Eskimo",1880,,,64,173,64,-173,Revised,"9May2019 - longitude updated to place society in western rather than eastern hemisphere. 1Oct2018 - the update to Glottolog 3.3.2 forced re-mapping from dialect chap1266 (which no longer exists) to language (cent2128) (always the language-level match for this society). Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction."
ec15,xd623,Mansi,mans1258,Mansi (ec15),"Vogul, Gogulich, Mansiy, Voguly",1880,,,63,62,63,62,Original,
ec16,xd624,Evenk,even1259,Evenk (ec16),"Ewenki, Tungus, Chapogir, Avanki, Avankil, Solon, Khamnigan",1890,,,55,112,55,112,Original,
ec17,xd625,Negidal,negi1245,Negidal (ec17),"Negidaly, Neghidal",1890,,,52,134,52,134,Original,
ec18,xd626,Ulch,ulch1241,Ulch (ec18),"Ulchi, Ulcha, Ulych, Olch, Olcha, Olchis, Hoche, Hol-Chih.",1890,,,50,136,50,136,Original,
ec19,xd627,Orok,orok1265,Orok (ec19),"Uilta, Ul'ta, Nani, Oroki, Oroc, Ulta, Ujlta",1890,,,54,142,54.01,142.71,Revised,
Ec2,xd628,Yakut,yaku1245,Yakut (Ec2),Sakha,1900,Yakut (RV02),http://ehrafworldcultures.yale.edu/collection?owc=RV02,65,125,65,125,Original,
ec20,xd629,Oroch,oroc1248,Oroch (ec20),Orochi,1890,,,51,138,51,138,Original,
Ac37,xd63,Kunda,kund1255,Kunda (Ac37),Achikunda,1950,,,-15,32,-15,32,Original,
ec21,xd630,Udihe,udih1248,Udihe (ec21),"Udeghes, Udyhe, Udekhe, Udegeis",1890,,,47,136,47,136,Original,
Ec3,xd631,Chukchi,chuk1273,Chukchee (Ec3),"lygoravetlyan, Ankalyn, Chavchu, Chukchee",1900,Chukchee (RY02),http://ehrafworldcultures.yale.edu/collection?owc=RY02,66,177,66,177,Original,
Ec4,xd632,Yurak-Samoyeds,nene1249,Yurak (Ec4),"Nenets, Yurak",1900,Samoyed and/or Nenets (RU04/RU41),http://ehrafworldcultures.yale.edu/collection?owc=RU04,68,75,68,75,Original,
Ec5,xd633,Koryak,kory1246,Koryak (Ec5),,1900,Koryak (RY04),http://ehrafworldcultures.yale.edu/collection?owc=RY04,62,164,61.99,164.24,Revised,
Ec6,xd634,Yukaghir,nort2745,Yukaghir (Ec6),,1850,,,70,145,70,145,Original,
Ec7,xd635,Ainu,ainu1240,Ainu (Ec7),"Ainu (Hokkaido), Hokkaido",1900,Ainu (AB06),http://ehrafworldcultures.yale.edu/collection?owc=AB06,44,144,44,144,Original,
Ec8,xd636,Ket,kett1243,Ket (Ec8),"Yenisei Ostyak, Yeniseians",1900,,,62,90,62,90,Original,
Ec9,xd637,Nanai,nana1257,Goldi (Ec9),"Goldi, Gold",1920,,,47,132,47,132,Original,
Ed1,xd638,Koreans,kore1280,Koreans (Ed1),,1950,Korea (AA01),http://ehrafworldcultures.yale.edu/collection?owc=AA01,35,102,38.134147,126.960754,Original,
Ed10,xd639,Shantung,mand1415,Shantung (Ed10),,1930,,,37,118,37,118,Original,
Ac38,xd64,Nyanja,nucl1395,Nyanja (Ac38),"Nyanja, Anyanja, Wanyanja, Waanyanja",1910,,,-16,36,-16,36,Original,
Ed13,xd640,Ishigakians,yaey1239,Ishigakians (Ed13),,1940,,,24,124,24.46,124.14,Revised,
Ed14,xd641,Man,kimm1245,Man (Ed14),Yao,NA,,,22,105,22,105,Original,
Ed15a,xd642,Miyakans,miya1259,Miyakans (Ed15a),,1950,,,24,125,24.79,125.32,Revised,
Ed15b,xd643,Chekiang,wuch1236,Chekiang (Ed15b),Chinese,1936,,,31,120,31,120,Original,
Ed16,xd644,Cantonese,yuec1235,Cantonese (Ed16),,1940,,,23,113,23,113,Original,
Ed2,xd645,Lolo,sich1238,Lolo (Ed2),"Yi, Nosu",1940,Yi (AE04),http://ehrafworldcultures.yale.edu/collection?owc=AE04,29,103,29,103,Original,
Ed3,xd646,Manchu,manc1252,Manchu (Ed3),,1920,Manchu (AG01),http://ehrafworldcultures.yale.edu/collection?owc=AG04,45,126,45,126,Original,
Ed4,xd647,Miao,horn1235,Miao (Ed4),,1940,Miao (AE05),http://ehrafworldcultures.yale.edu/collection?owc=AE05,26,107,26,107,Original,"Changed from hea to hrm on 8 April 2017 based on comment by H. Hammarström: Based on where Ruey worked, language should be cqd or hrm (they are intelligible, which is why glottolog only has one entry for them)."
Ed5,xd648,Japanese,nucl1643,Japanese (Ed5),,1950,Okayama (AB43),http://ehrafworldcultures.yale.edu/collection?owc=AB43,35,136,35,136,Original,
Ed6,xd649,Min Chinese,chao1239,Min Chinese (Ed6),,1920,,,24,115,24,115,Original,"7Nov2018-changed to Chaoshan dialect (from Min Nan Chinese language) based on consultation of primary source, and with the addition of dialects of Min Nan Chinese via new eHRAF societies"
Ac39,xd65,Nyasa,mwer1247,Nyasa (Ac39),"Anyassa, Wanyassa",1920,,,-13,35,-13,35,Original,"Note 8Feb2018: Glottocode changed to mwer1247 based on note from HH questioning the previous match (to Mande). mwer1247s is a sister to Chewa, which was the other possible match. KK logic: The EA tells us only that the alternate names for the group are Wanyassa and Anyassa. The Johnson reference describes the Nyasa of Lake Nyasa (Lake Malawi in Tanzania). Carol Ember's concordance tells us the group is in Tanzania [note that the Concordance also selects Mande/mand1423 as a match, but not for a clear reason]. The uzh.ch EA site quotes Tew (1950:31) [the other ethnographic reference for this case]: ""Nyasa, on the east littoral of Lake Nyasa, extending as far north as the Matengo mountains (and including a settlement of freed Nyasa slaves at Masasi in Tanganyika), and southwards until they mingle with Yao settlements on the upper Msinje and Luchulingo rivers."" From Wikipedia: ""The people who are called Nyanja [in Malawi] – when the term is used as an ethnic designation to identify those who speak Nyanja or related languages called Nyanja – are known as Nyasa or Wanyasa in neighbouring Tanzania. The Chewa are the largest ethnic group among the people who speak these related languages."" KK summary: Thus, Chewa looks to be a defensible match, but glottolog provides a sister language to Chewa for Tanzania: ""Mwera (Nyasa)"" [mwer1247], which was selected."
Ed7,xd650,Okinawans,cent2126,Okinawans (Ed7),,1950,Okinawa (AC07),http://ehrafworldcultures.yale.edu/collection?owc=AC07,26,128,26.16,127.8,Revised,
Ed8,xd651,Minchia,cent2004,Minchia (Ed8),,1930,,,26,100,26,100,Original,
Ed9,xd652,Li,hlai1239,Li (Ed9),"Sai, Hlai, Lai, Loi",1930,,,19,109,19,109,Original,
Ee1,xd653,Adi,bori1243,Abor (Ee1),Abor,1940,,,28,95,28,95,Original,
Ee2,xd654,Burusho,buru1296,Burusho (Ee2),,1930,Burusho (AV07),http://ehrafworldcultures.yale.edu/collection?owc=AV07,37,75,37,75,Original,
Ee3,xd655,Lepcha,lepc1244,Lepcha (Ee3),Rong,1930,Lepcha (AK05),http://ehrafworldcultures.yale.edu/collection?owc=AK05,28,89,28,89,Original,
Ee4,xd656,Central Tibetans,dbus1238,Tibetans (Ee4),,1920,Tibetans (AJ01),http://ehrafworldcultures.yale.edu/collection?owc=AJ01,30,91,30,91,Original,"12 Nov 2018 Assigned specific dialect to differentiate it from eHRAF society ""Western Tibetans"". From wikipedia: ""Central Tibetan, also known as Dbus, Ü or Ü-Tsang, is the most widely spoken Tibetic language and the basis of Standard Tibetan. There are many mutually intelligible Central Tibetan dialects besides that of Lhasa, with particular diversity along the border and in Nepal."""
Ee5,xd657,Shina,shin1264,Dard (Ee5),Dard,1870,,,35,73,35,73,Original,
Ee6,xd658,Sherpa,sher1255,Sherpa (Ee6),,1950,Sherpa (AK06),http://ehrafworldcultures.yale.edu/collection?owc=AK06,28,87,28,87,Original,
Ee7,xd659,Kachari,kach1279,Kachari (Ee7),Bodo,1840,,,27,90,27,90,Original,
Ac4,xd66,Kuba,bush1247,Kuba (Ac4),Bakuba,1910,,,-5,22,-5,22,Original,
Ee8,xd660,Magar,west2418,Magar (Ee8),,1950,,,28,84,28,84,Original,"Note 8Feb2018: Changed to [mrd] based on comment by HH: ""Banyan Hill is close to latitude 84 and so is clearly Western Magar [mrd] on Ethnologue's division."""
Ef1,xd661,Santal,sant1410,Santal (Ef1),"Santhal, Saontal",1940,Santal (AW42),http://ehrafworldcultures.yale.edu/collection?owc=AW42,24,87,24,87,Original,
Ef10,xd662,Bihari,mait1250,Bihari (Ef10),"Bihar, Behari",1880,Bihar (AW02),in process,25,86,25,86,Original,
Ef11,xd663,Uttar Pradesh,bhoj1244,Uttar Pradesh (Ef11),,1945,Uttar (AW19),http://ehrafworldcultures.yale.edu/collection?owc=AW19,26,83,26,83,Original,
Ef2,xd664,Bengali,beng1280,Bengali (Ef2),,1940,Bengali (AW69),http://ehrafworldcultures.yale.edu/collection?owc=AW69,23,88,23,88,Original,
Ef3,xd665,Indo-Iranian,sans1269,Aryans (Ef3),"Aryans, Indo-Aryans",-800,,,30,75,30,75,Original,
Ef4,xd666,Ho,hooo1248,Ho (Ef4),,1920,,,22,85,22,85,Original,
Ef5,xd667,Bhil,bhil1251,Bhil (Ef5),,1900,Bhil (AW25),http://ehrafworldcultures.yale.edu/collection?owc=AW25,22,74,22,74,Original,
Ef6,xd668,Kurukh,kuru1302,Oraon (Ef6),Oraon,1940,,,23,85,23,85,Original,
Ef7,xd669,Pahari,maha1287,Pahari (Ef7),,1950,,,30,78,30,78,Original,
Ac40,xd67,Sena,nucl1396,Sena (Ac40),"Asena, Wasena",1900,,,-18,35,-18,35,Original,
Ef8,xd670,Kashmiri,kash1277,Kashmir (Ef8),"Kashmir, Kashmiri, Pandit, Sarasvati Brahmans",1950,Kashmiri (AV04),in process,34,75,34,75,Original,
Ef9,xd671,Gujarati,guja1252,Gujarati (Ef9),,1136,Gujarati (AW07),in process,20,77,20,77,Original,
Eg1,xd672,Chenchu,chen1255,Chenchu (Eg1),,1940,,,16,79,16,79,Original,
Eg10,xd673,Telugu,telu1262,Telugu (Eg10),,1950,Telugu (AW17),http://ehrafworldcultures.yale.edu/collection?owc=AW17,18,79,18,79,Original,
Eg11,xd674,Koya,koya1251,Koya (Eg11),Koitur,1960,,,19,78,19,78,Original,
Eg12,xd675,Khond,kuii1252,Khond (Eg12),,1940,,,18,82,18,82,Original,
Eg13,xd676,Muria Gond,west2408,Muria Gond (Eg13),,1941,Gond (AW32),http://ehrafworldcultures.yale.edu/collection?owc=AW32,20,81,20,81,Original,"Note 8Feb2018: Changed based on note by HH: ""Elwin's book concerns Muria of Kondagaon and Narayanpur Tahsil = Muria-Western [mut]"". Also, White SCCS pinpointing sheets for Hill Maria provide this detail on the location of the Muria Gond: ""the north-eastern plateau of Bastar, Kondagaon Tahsil."""
Eg14,xd677,Reddi,mukh1238,Reddi (Eg14),,1940,,,18,82,18,82,Original,
Eg2,xd678,Tamil,tami1289,Tamil (Eg2),,1880,Tamil (AW16),http://ehrafworldcultures.yale.edu/collection?owc=AW16,11,79,11,79,Original,
Eg3,xd679,Madia,mari1414,Maria Gond (Eg3),"Maria Gond, Gond",1938,Gond (AW32),http://ehrafworldcultures.yale.edu/collection?owc=AW32,19,81,19,81,Original,"Note 8Feb2018: Changed based on note by HH: Unclear why this is attributed to Dandami Maria rather than Maria [mrr]. Focus according to White SCCS pinpointing sheets: ""Hill Maria Gond of Antagarh and northern Kutru Districts, Bastar State."""
Ac41,xd68,Makonde,mako1251,Makonde (Ac41),Wamakonde,1900,,,-11,40,-11,40,Original,
Eg4,xd680,Toda,toda1252,Toda (Eg4),,1900,Toda (AW60),http://ehrafworldcultures.yale.edu/collection?owc=AW60,12,77,12,77,Original,
Eg5,xd681,Kodavas,koda1255,Coorg (Eg5),Coorg,1930,Kodava (AW05),in process,12,76,12,76,Original,
Eg6,xd682,Kerala,mala1464,Kerala (Eg6),,1799,Kerala (AW11),in process,11,76,11,76,Original,"reclassified another society from [mal] to [xuj] on 26 May 2016; as a result, matched this society to the glottolog language [mala1464] (which we are more certain of), replacing match to dialect [cent1998] (less certain)"
Eg7,xd683,Hill Bhuiya,oriy1255,Hill Bhuiya (Eg7),Pauri,1930,,,21,85,21,85,Original,"Note, previously nucl1284 but changed by non-KK DPLACE editor in early 2016 (before 8April2016)"
Eg8,xd684,Kol,mund1320,Kol (Eg8),,1940,Kol (AW37),http://ehrafworldcultures.yale.edu/collection?owc=AW37,22,85,22,85,Original,
Eg9,xd685,Baiga,chha1249,Baiga (Eg9),,1930,,,22,81,22,81,Original,
Eh1,xd686,Andamanese,akab1249,Andamese (Eh1),"Big Andaman Island, Andamese",1870,Andamans (AZ02),http://ehrafworldcultures.yale.edu/collection?owc=AZ02,12,93,12,93,Original,Changed to abj from apq on 8 April 2017 based on comments from H. Hammarström: Man (1885) worked most with (and whose variety he spoke best) Bojingya or Aka-Bea [abj]
Eh10,xd687,Betsileo,bets1235,Betsileo (Eh10),,NA,,,-22,47,-22,47,Original,
Eh2,xd688,Merina,meri1243,Merina (Eh2),"Antimerina, Hova, Imerina",1900,,,-19,46,-19,46,Original,
Eh3,xd689,Tanala,tana1285,Tanala (Eh3),,1930,Tanala (FY08),http://ehrafworldcultures.yale.edu/collection?owc=FY08,-22,47,-22,47,Original,
Ac42,xd69,Makua,makh1264,Makua (Ac42),Wamakua,1900,,,-15,39,-15,39,Original,
Eh4,xd690,Vedda,vedd1240,Vedda (Eh4),"Wanniyalaeto, Veddah",1900,Vedda (AX05),http://ehrafworldcultures.yale.edu/collection?owc=AX05,8,81,8,81,Original,
Eh5,xd691,Nicobarese,carn1240,Nicobarese (Eh5),Holchu,1890,Nicobarese (AZ07),http://ehrafworldcultures.yale.edu/collection?owc=AZ07,9,92,9.17,92.77,Revised,
Eh6,xd692,Sinhalese,sinh1246,Sinhalese (Eh6),,1950,Sinhalese (AX04),http://ehrafworldcultures.yale.edu/collection?owc=AX04,7,80,7,80,Original,
Eh7,xd693,Antandroy,tand1256,Antandroy (Eh7),Tandroy,1900,,,-25,46,-25,46,Original,
Eh8,xd694,Sakalava,saka1291,Sakalava (Eh8),,1900,,,-21,41,-21,43.93,Revised,
Eh9,xd695,Antaisaka,tesa1236,Antaisaka (Eh9),,1930,,,-23,48,-22.9,47.75,Revised,
Ei1,xd696,Garo,garo1247,Garo (Ei1),A.Chik,1900,Garo (AR05),http://ehrafworldcultures.yale.edu/collection?owc=AR05,26,91,26,91,Original,
Ei10,xd697,Chakma,chak1266,Chakma (Ei10),Chuckmah,1870,,,23,92,23,92,Original,
Ei11,xd698,Aimol,aimo1244,Aimol (Ei11),,1910,,,25,94,25,94,Original,
Ei12,xd699,Thado,thad1238,Thado (Ei12),,1910,,,25,94,25,94,Original,
Aa7,xd7,Naron,naro1249,Naron (Aa7),Aikwe,1910,,,-20,24,-20,24,Original,
Ac43,xd70,Mambwe,mamb1296,Mambwe (Ac43),Amambwe,1910,,,9,32,9,32,Original,
Ei13,xd700,Angami,anga1288,Angami (Ei13),,1910,,,26,94,26,94,Original,
Ei14,xd701,Ao,aona1235,Ao (Ei14),,1920,,,27,94,27,94,Original,
Ei15,xd702,Rengma,sout2732,Rengama (Ei15),"Rengama, Rengma Naga",1930,,,26,94,26,94,Original,
Ei16,xd703,Sema,sumi1235,Sema (Ei16),,1910,,,26,95,26,95,Original,
Ei17,xd704,Karbi,karb1241,Mikir (Ei17),"Arleng, Mikir",1900,,,26,94,26,94,Original,
Ei18,xd705,Palaung,shwe1236,Palaung (Ei18),,1920,,,23,97,23,97,Original,"Note 8Feb2018: HH notes that it is unusual that an ethnography by Lowis be associated with [pll] rather than Rumai [rbb]. However, EA focus is “Katurr subtribe,” and this group was the focus of Milne's work. They are described as living “in or near Namhsan”. Her dictionary deals mainly with the dialect of Namhsan >> Shwe Palaung >> [pll]. Thus, I have left the language as [pll], assuming Lowis' work was used for context. However, users should be aware that this case may combine data for groups speaking different Palaung languages."
Ei19,xd706,Chin,asho1236,Chin (Ei19),Khyang,1940,,,22,94,22,94,Original,"Note 8Feb2018: Changed based on note from HH: Bernot's Khyang is ""Khyang of Gongru village rattachent au groupe des Chin du Sud etudies par Houghton"" = Asho Chin [csh]"
Ei2,xd707,Lhota,loth1237,Lhota (Ei2),,1920,,,27,94,27,94,Original,
Ei20,xd708,Kuki,lush1249,Kuki (Ei20),"Chin, Mizo, Kuki",1940,,,23,92,23,92,Original,
Ei3,xd709,Burmese,nucl1310,Burmese (Ei3),Bamar people,1950,Burmans (AP04),http://ehrafworldcultures.yale.edu/collection?owc=AP04,20,95,20,95,Original,
Ac5,xd71,Lamba,lamb1271,Lamba (Ac5),"Balamba, Walamba",1920,,,-13,28,-13,28,Original,
Ei4,xd710,Maras,mara1382,Lakher (Ei4),Lakher,1930,,,22,93,22,93,Original,
Ei5,xd711,Kachin,kach1280,Kachin (Ei5),,1940,Kachin (AP06),http://ehrafworldcultures.yale.edu/collection?owc=AP06,26,97,26,97,Original,
Ei6,xd712,Purum,puru1266,Purum (Ei6),,1930,,,25,94,25,94,Original,
Ei7,xd713,Karen,pwow1235,Karen (Ei7),,1910,Karen (AP07),http://ehrafworldcultures.yale.edu/collection?owc=AP07,17,97,17.12,97.19,Revised,
Ei8,xd714,Khasi,khas1269,Khasi (Ei8),,1900,Khasi (AR07),http://ehrafworldcultures.yale.edu/collection?owc=AR07,26,92,26,92,Original,
Ei9,xd715,Mogh,rakh1245,Mogh (Ei9),"Marma, Morma, Mog, Magh",1880,,,20,92,20.49,92.64,Revised,
Ej1,xd716,Lamet,lame1256,Lamet (Ej1),,1940,,,20,101,20,101,Original,
Ej10,xd717,Rade,rade1240,Rhade (Ej10),Rhade,1950,,,13,108,13,108,Original,
Ej11,xd718,Cham,east2563,Cham (Ej11),,1950,,,11,108,11,108,Original,
Ej12,xd719,Lawa,west2396,Lawa (Ej12),Lua,1960,,,18,98,18,98,Original,
Ac6,xd72,Ndembu,lund1266,Ndembu (Ac6),"Andembu, Southern Lunda",1930,,,-11,26,-11,26,Original,
Ej13,xd720,Muong,muon1246,Muong (Ej13),,1940,,,21,105,21,105,Original,
Ej14,xd721,Senoi,sema1266,Senoi (Ej14),,1960,Semai (AN06),http://ehrafworldcultures.yale.edu/collection?owc=AN06,4,102,4,102,Original,
Ej15,xd722,Ancient Khmer,oldk1249,Khmer (Ej15),Khmer,1292,,,13,104,13,104,Original,"Changed to [oldk1249][qok] by kk on 5Sept2018. Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction."
Ej16,xd723,Negri Sembilan,nege1240,Negri Sembilan (Ej16),Negeri Sembilan,1958,,,21,102,2.58,102.25,Original,
Ej2,xd724,Mnong Gar,east2333,Mnong Gar (Ej2),,1940,,,12,107,12,107,Original,
Ej3,xd725,Semang,kens1248,Semang (Ej3),,1920,Semang (AN07),http://ehrafworldcultures.yale.edu/collection?owc=AN07,5,101,5,101,Original,
