id,category,title,definition,type,notes,source,changes
WNAI62,"Ecology: vegetation, Ecology: overview","Presence of Salal, Gaultheria shallon",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Salal
WNAI148,"Technology, Material culture, Subsistence, Ecology: fish",Fish harpoons,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Fish harpoons
WNAI98,Ecology: terrestrial mammals,"Presence of Beaver, Castor canadensis",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Beaver
WNAI390,"Life cycle, Religion, Ritual","Girls' puberty rites or female initiations near puberty: Place of seclusion, B",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.","Girls puberty place of seclusion, b"
WNAI323,"Marriage, Kinship",Relationships between demonstrated kinship units,,Categorical,"NOTE:  Case 183 had a value of 8. This was changed to missing data. [World Cultures 10(2), fall 1999]","Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Relations between dem kin units
WNAI141,"Technology, Material culture, Subsistence, Ecology: aquatic mammals",Harpoon for hunting sea mammals,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sea mammal harpoons
WNAI79,Ecology: aquatic mammals,"Presence of Gill's bottle-nosed dolphin, Tursiops gillii",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Gills bottle-nosed dolphin
WNAI360,"Politics, War, Community organization",Raids motivated by the desire to avenge poaching,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Raids to avenge poaching
WNAI170,"Technology, Material culture, Settlement",Headgear of woven plant materials,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Headgear of woven plant materials
WNAI126,Ecology: fish,"Presence of Chum or dog salmon, Oncorhynchus keta",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Chum/dog/calico salmon
WNAI426,"Religion, Ritual","White imitative magic used to bring good health, or kill animals, or insure good crops, or the like",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.","White imitative magic for good health, etc"
WNAI301,"Marriage, Kinship, Community organization","Community marriages patterns: the prevalence of local exogamy, endogamy, or agamy",,Categorical,"NOTE: Cases 17 and 122 had values of 4. These were changed to missing data. [World Cultures 10(2), fall 1999]","Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Community marriage patterns
WNAI364,"Politics, War, Community organization",Incidence of warfare,"Warfare is defined as conflicts between two factions with true political organization, each of which possesses definite leadership, some kind of military tactics, and at least the hope of being able to weather a series of battles.",Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Incidence of warfare
WNAI322,"Marriage, Kinship",Activities of moieties and phratries,"These activities include performances of ceremonies, marriage regulation, and the like.",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Activities of moieties and phratries
WNAI339,"Politics, Economy, Subsistence",Political organization and the distribution of food in times of scarcity,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Political org and food distribution
WNAI250,"Labor, Economy, Subsistence",Production task-groups in agriculture,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Task-groups in agriculture
