EA_ID,Society_name_EA,Harmonized_society_name,EA_Alternate_name,EA_revisedFocalYear,EA_references
Ai21,Bagirmi,Bagirmi,NA,1880,"Duvallee.  1925.  Le Baghirmi. Bull. Soc. Rech. Congol. 7: 3-76.
LEBEUF < A> M. D.  1959.  Les populations du Tchad. Paris.
Nachtigal, G.  1881.  Sahara und Sudan 2: 539-765.  Berlin.
Gaden, H.  V-9.  1909.  Essai de la grammaire de la langue baguirmienne, Paris, Ernest Leroux.
"
Ai22,Sara,Sara,NA,1890,"Delafosse, M.  1897.  Essai sur le peuple et la langue sara.  Paris.
"
Ai23,Bwaka,Bwaka,"Gbwaka, Mbaka, Ngbaka",1920,"Burssens, H.  1958.  Les peuplades de l'entre Congo-Ubangi.  London.
Crabbeck, G.  1943.  Les Gbwaka. Bull. Juris. Indig. Droit Cout. Congol. 11: 85-108.
Poutrin.  1910.  Notes ethnographiques sur les populations M'baka du Congo Francaise.  Anthropologie 21: 35-54.
Tessman, G.  1929.  Die Mbaka-Limba, Mbum und Lakka. Zeits. Ethnol. 60: 305-321.
"
Ai24,Mandja,Mandja,NA,1900,"Gaud, F. 1911.  Les Mandja.  Bruxelles.
Vergiat, A. M.  1937.  Moeurs et coutumes des Manjas. Paris.
"
Ai25,Mbandja,Mbandja,Banza,1950,"Burssens, H.  1958.  Les peuplades de l'entre Congo-Ubangi.  London.
"
Ai26,Ngbandi,Ngbandi,"Gbandi, Mogwandi",1920,"Burssens, H.  1958.  Les peuplades de l'entre Congo-Ubangi.  London.
Nelson, W. D.  1951.  Notes on the Religious and Social Life of the Ngbandi People.  Ms.
Tanghe, B.  1928.  De Ngbandi naar het leven geschetst. Brussel.
"
Ai27,Abarambo,Abarambo,NA,1890,"Czekanowski, J.  1924.  Forschungen im Nil-Kongo-Zwischengebiet, V.2.  Leipzig.  Nvs, F.  1896.  Chez les Abarambos.  Anvers.
"
Ai28,Popoi,Popoi,"Bagunda, Bapopoie",1910,"Delhaise, C.  1912.  Les Bapopoie.  Bull. Soc. Roy. Belge Geog. 36.  86-113, 149-202.
"
Ai29,Lendu,Lendu,"Bale, Walega, Walendu",1920,"Baxter, P. T. W., and A. Butt.  1953.  The Azande and Related Peoples.  London.
Czekanowski, J.  1924.  Forschungen im Nil-Kongo-Zwischengebiet 2: 516-522.  Leipzig.
Maenhaut, M.  1939.  Les Walendu. Bull. Juris. Indig. Droit Cout. Congol. 7: 1-7, 25-38, 65-77, 97-116.
Stuhlmann, F.  1894.  Mit Emin Pascha ins Herz von Afrika. Berlin.
Van den Eynde, P.  1923.  Notes sur les Walendu ou Bale. Congo 4: ii, 520-530.
"
Ai3,Azande,Azande,NA,1920,"1.Principal Authority(ies)
above, chs. XIV-XVI. (See FO7 =64 revised articles)
Evans-Pritchard, E. E. 1932. Heredity and Gestation, as the Azande See Them. Sociologus 3: 400-414.
Evans-Pritchard, E. E. (ed.). 1974. Man and Woman among the Azande. London.
Evans-Pritchard, E. E. 1971. The Azande: History and Political Institutions. Oxford. (revision of earlier articles)
Evans-Pritchard, E. E. 1956. The Azande System of Agriculture. London.
Evans-Pritchard, E. E. 1957. The Zande Royal Court. Zaire 11: 361-389, 493-511, 687-713.
Evans-Pritchard, E. E. 1963. The Zande State. London.
Evans-Pritchard, E. E. 1937. Witchcraft, Oracles and Magic Among the Azande. Oxford.
2.Other Dependable Primary Sources
Larkin, G. M. 1926-27. An Account of the Azande. Sudan Notes and Records 9: 1-56; 10: 85-134.
De Schlippe, P. 1956. Shifting Cultivation in Africa. London. 
3.Auxiliary Primary Sources
Legae, C. R. 1926. Les Azande ou Niam-Niam. Bibliothque Congo 18: 1-224.
Schweinfurth, G. 1873. The Heart of Africa. 2v. New York.
4.Useful Secondary Sources
Baxter, P. T. W. and A. Butt. 1953. The Azande and Related Peoples of the Anglo-Egyptian Sudan and Belgian Congo. London.
Seligman, C. G., and B. Z. Seligman. 1932. Pagan Tribes of the Nilotic Sudan. London.
5.Other Sources
Reining, C. C. 1966. The Zande Scheme. Evanston."
Ai30,Lese,Lese,"Balese, Walese",1920,"Czekanowski, J.  1924.  Forschungen im Nil-Kongo-Zwischengebiet, V.2.  Leipzig.
Van Geluwe, H.  1957.  Mamvu-Mangutu and Balese-Mvuba. London.
"
Ai31,Logo,Logo,NA,1920,"Baxter, P. T. W., and A. Butt.  1953.  The Azande and Related Peoples.  London.
Czekanowski, J.  1924.  Forschungen im Nil-Kongo-Zwischengebiet, V.2.  Leipzig.
"
Ai32,Lugbara,Lugbara,Lugware,1920,"Baxter, P. T. W., and A. Butt.  1953.  The Azande and Related Peoples.  London.
McConnell, R. E.  1925.  Notes on the Lugwari Tribe. Journ. Roy. Anth. Inst. 55: 439-467.
Middleton, J.  1958.  The Political Sytem of the Lugbara. Tribes Without Rulers, ed. J. Middleton and D. Tait, pp.203-229.  London.
Middleton, John.  1960.  Lugbara Religion, Ritual and Authority among an East AFrican People.  London: Oxford University Press.
Middleton, John.  1965.  The Lugbara of Uganda.  New York: Holt, Rinehart and Winston.
"
Ai33,Madi,Madi,NA,1940,"Baxter, P. T. W., and A. Butt.  1953.  The Azande and Related Peoples.  London.
Czekanowski, J.  1924.  Forschungen im Nil-Kongo-Zwischengebiet, V.2.  Leipzig.
Middleton, J.  1955.  Notes on the Political Organization of the Madi. Afr. Stud. 14: 29-36.
"
Ai34,Moru,Moru,NA,1880,"Baxter, P. T. W., and A. Butt.  1953.  The Azande and Related Peoples.  London.
Felkin, W.  1883.  Notes on the Moru or Madi Tribe of Central Africa. proc. Roy. Soc. Edinburgh 12: 303-353.
Nalder, L. F., ed.  1937.  A Tribal Survey of Mongalla Province.  London.
Seligman, C. G., and B. Z. Seligman.  1932.  Pagan Tribes of the Nilotic Sudan.  London.
"
Ai35,Bongo,Bongo,Dor,1870,"Baxter, P. T. W., and A. Butt.  1953.  The Azande and Related Peoples.  London.
Evans-Pritchard, E. E.  1929.  The Bongo. Sudan Notes REc. 12: 1-61.
Schweinfurth, G.  1874.  The Heart of Africa 1: 256-314. New York.
"
Ai36,Jur,Jur,"Gour, Jo-Luo",1920,"Bernatzik, H. A.  1936.  Gari-Gari.  New York.
Butt, A.  1952.  The Nilotes of the Anglo-Egyptian Sudan and Uganda.  London.
Crazzolara, J. P.  1954.  Lwoo Clans. Verona.
Ghawi, J. B.  1924.  Notes on the Law and Custom of the Jur Tribe. Sudan Notes Rec. 7: ii-71-81.
Santandrea, S.  1944-45.  The Luo of the Bahr el Ghazal. Annali Lateranensi 8: 96-117; 9: 221-258.
Manuel, E. a.  1965.  Jur Kinship System and Social Organization.  Lipunan 1: 73-102.  Quezon City.
"
Ai37,Koalib,Koalib,NA,1940,"Nadel, S. F.  1947.  The Nuba.  London."
Ai38,Korongo,Korongo,NA,1930,"Nadel, S. F.  1947.  The Nuba.  London.
Seligman, C. G., and B. Z. Seligman.  1932.  Pagan Tribes of the Nilotic Sudan.  London.
"
Ai39,Mesakin,Mesakin,NA,1940,"Nadel, S. F.  1947.  The Nuba.  London."
Ai4,Ingassana,Ingassana,"Engassana, Metabe, Tabi",1920,"Evans-Pritchard, E. E.  1927.  A Preliminary Account of the Ingassana Tribe.  Sudan Notes and Records 10:  69-83.
Seligman, C. G., and B. Z. Seligman.  1932.  Pagan Tribes of the Nilotic Sudan.  London.
"
Ai40,Moro,Moro,NA,1940,"Nadel, S. F.  1947.  The Nuba.  London."
Ai41,Tira,Tira,NA,1930,"Nadel, S. F.  1947.  The Nuba.  London.
Seligman, C. G., and B. Z. Seligman.  1932.  Pagan Tribes of the Nilotic Sudan.  London.
"
Ai42,Tullishi,Tullishi,NA,1940,"Nadel, S. F.  1947.  The Nuba.  London.
Nadel, S. F.  1950.  Dual Descent in the Nuba Hills. African Systems of Kinship and Marriage, ed. A. R. Radcliffe-Brown and D. Forde, pp. 333-359.  London.
"
Ai43,Nyima,Nyima,Nyamang,1930,"Nadel, S. F.  1947.  The Nuba.  London.
Stevenson, R. C.  1940.  The Nyamang of the Nuba Mountains.  Sudan Notes Rec. 23: 75-98.
"
Ai44,Anuak,Anuak,Yambo,1920,"Bacon, C. R. K.  1922.  The Anuak.  Sudan Notes Rec. 5: 113-129.
Evans-Prichard, E. E.  1940.  The Political System of the Anuak. London Sch. Econ. Monog. Soc. Anth. 4: 1-164.
Evans-Prichard, E. E.  1947.  Further Observations on the Political System of the Anuak.  Sudan Notes Rec. 28: 62-97.
Lienhardt, G.  1957-58.  Anuak Village Headmen.  Africa 27: 341-355; 28: 23-36.
          
"
Ai45,Meban,Meban,"Gura, Maban",1930,"Evans-Pritchard, E. E.  1932.  Ethnological Observations in Dar Fung. Sudan Notes REc. 15: 1-61.
Seligman, C. G., ad B. Z. Seligman.  1932.  Pagan Tribes of the Nilotic Sudan.  London.
"
Ai46,Koma,Koma,Coma,1930,"Corfield, F. D.  1938.  The Koma.  Sudan Notes Rec. 25: 123-165.
Grottanelli, V. L.  1948.  I Pre-Niloti.  Annali Lateranensi 12: 282-326.
"
Ai47,Mao,Mao,NA,1939,"Cerulli, E. 1956. Peoples of South-west Ethiopia and Its Borderland. London.
Grottanelli, V.L. 1940. I Mao. Missione Etnografica nel Uollega Occidentale I:1-387. Roma.
Grottanelli, V.L. 1972. Personal communication."
Ai5,Mamvu,Mamvu,Mornvu,1920,"Czekanowski, J.  1924.  Forschungen im Nil-Kongo-Zwischengebiet 2: 400-467.  Leipzig.
Van Geluwe, H.  1957.  Mamvu-Mangutu et Balese-Mvuba. London.
"
Ai6,Shilluk,Shilluk,NA,1900,"1. Principal Authority(ies)
Hofmayr, W. 1925. Die Schilluk. Wien.
Seligman, C. G., and B. Z. Seligman. 1932. Pagan Tribes of the Nilotic Sudan. London.
2. Other Dependable Primary Sources
Cann, G. P. 1929. A Day in the Life of an Idle Shilluk. Sudan Notes and Records 12: 251-253.
Dempsey, J. 1955. Mission on the Nile. London.
Howell, P. P. 1941. The Shilluk Settlement. Sudan Notes and Records 24: 47-66.
Pumphrey, M. E. C. 1941. The Shilluk Tribe. Sudan Notes and Records 24: 1-45.
Westermann, D. 1912. The Shilluk People. Philadelphia.
4. Useful Secondary Sources
Butt, A. 1952. The Nilotes of the Anglo-Egyptian Sudan and Uganda. London.
Evans-Pritchard, E. E. 1948. The Divine Kingship of the Shilluk of the Nilotic Sudan. Cambridge.
Lienhardt, G. 1954. The Shilluk of the Upper Nile. African Worlds, ed. D. Forde, pp. 138-163. London."
Ai7,Baya,Baya,"Baja, Gbaya",1910,"Tessmann, G.  1934-37.  Die Baja.  2v.  Stuttgart.
Poupon, A.  1915.  Etude ethnographique des Baya. Anthropologie 26: 87-144.
Hartmann, H.  1927.  Ethnographische Studie uber die Baja. Zeits.  Ethn. 59: 1-61.
Clozel, F.  1896.  Les Bayas.  Paris.
"
Ai8,Dilling,Dilling,NA,1930,"Nadel, S. F.  1947.  The Nuba.  London.
Hawkesworth, D.  1932.  The Nuba Proper of Southern Kordofan.  Sudan Notes Rec. 15: 159-199.
"
Ai9,Masa,Masa,Massa,1910,"1.Principal Authority(ies)
Garine, I. de. 1964. Les Massa du Cameroun. Paris.
von Hagen, G. 1912. Die Bana. Baessler-Archiv 2:77-116. Berlin.
2.Other Dependable Primary Sources
Lembezat, B. 1961. Les populations paiennes du Nord-Cameroun et de l'Adamoua. Paris."
Aj1,Teso,Teso,"Bateso, Iteso, Kedi",1950,"Lawrance, J. C. D.  1957.  The Iteso.  London. Gulliver, P. and P. H.  1953.  The Central Nilo-Hamites. London.
"
Aj10,Acholi,Acholi,Acooli,1920,"Grove, E. T. N.  1919.  Customs of the Acholi.  Sudan Notes Rec. 2: 157-182.
Seligman, C. G., and B. Z. Seligman.  1932.  Pagan Tribes of the Nilotic Sudan.  London.
Butt, A.  1952.  The Nilotes of the Anglo-Egyptian Sudan and Uganda.  London.
Girling, F. K.  1960.  The Acholi of Uganda.  Colon. Res. Stud. 30: 1-238.
"
Aj11,Dinka,Dinka,Denkawi,1900,"Seligman, C. G., and B. Z. Seligman.  1932.  Pagan Tribes of the Nilotic Sudan.  London.
Cummins, S. L.  1904.  Sub-Tribes of the Bahr-el-Ghazal Dinka.  Jounr. Roy. Anth. Inst. 34: 149-166.
Stubbs, J. M., and C. G. T. Morrison.  1938.  The Western Dinkas.  Sudan Notes Rec. 21: 251-265.
Howell, P. P.  1951.  Notes on the Ngork Dinka.  Sudan Notes Rec. 32: 240-293.
Titherington, G. W.  1927.  The Raik Dinka.  Sudan Notes Rec. 10: 159-209.
Lienhardt, G.  1958.  The Western Dinka.  Tribes Without Rulers, ed. J. Middleton and D. Tait, pp. 97-135. London.
Lienhardt, Godfrey.  1958.  The Western Dinka.  In Middleton, John, and David Tait, eds., Tribes Without Rulers: Studies in African Segmentary Systems, pp. 97-135.  New York: Humanities Press.
Lienhardt, Godfrey.  1961.  Divinity and Experience: The Religion of the Dinka.  New York: Oxford University Press.
 Nebel, P. A.  V-18  1948.  Dinka grammar, Verona, Missioni Africane.
"
Aj12,Lotuko,Lotuko,Latuka,1920,"Seligman, C. G., and B. Z. Seligman.  1926.  The Social Organization of the Lotuko.  Sudan Notes Rec. 8: 1-45.
Seligman, C. G., and B. Z. Seligman.  1932.  Pagan Tribes of the Nilotic Sudan.  London.
Nalder, L. F., ed. 1937.  Tribal Survey of Mongalla Provine.  London.
Molinaro, L.  1940-41.  Appunti circa gli usi, costumi e idee religiose dei Lotuku.  Anthropos 35-36: 166-201.
"
Aj13,Fajulu,Fajulu,Pojulu,1930,"Huntington, G. W. B.  1953.  The Northern Nilo-Hamites. London.                                                                                                                                                                                                                      Nalder, L. F., ed.  1937.  A Tribal Survey of Mongalla Province.  London.
Seligman, C. G., and B. Z. Seligman.  1932.  Pagan Tribes of the Nilotic Sudan.  London.
"
Aj14,Kakwa,Kakwa,Kakuak,1931,"Huntingford, G. W. B.  1953.  The Northern Nilo-Hamites. London.
Nalder, L. F., ed.  1937.  A Tribal Survey of Mongalla Province.  London.
"
Aj15,Kuku,Kuku,NA,1900,"Huntingford, G. W. B.  1953.  The Northern Nilo-Hamites. London.
Nalder, L. F., ed.  1937.  A Tribal Survey of Mongalla Province.  London.
Vanden Plas, J.  1910.  Les Kuku.  Bruxelles.
Yunis, E. Y. N.  1924.  Notes on the Kuku and Other Minor Tribes inhabiting the Kajo Kaji District. Sudan Notes Rec. 7: 1-41.
"
Aj16,Mondari,Mondari,Mandari,1930,"Buxton, J.  1958.  The Mandari of the Souterhn Sudan. Tribes Without Rulers, ed.  J. Middleton and D. Tait, pp. 67-96.  London.
Huntington, G. W. B.  1953.  The Northern Nilo-Hamites. London.
Nalder, L. F., ed.  A Tribal Survey of Mongalla Province. London.
"
Aj17,Alur,Alur,"Aloro, Lur",1890,"Demuenynck.  1908.  Au pays de Mahagi.  Bull. Soc. Roy. Belge Geog. 33: 36-80.  93-133.
Southall, A. W.  1956.  Alur Society.  Cambridge.
Stirton, S.  1925.  Moeurs et coutumes des Alour.  Bull. Soc. Roy. Belge Geog. 49: 210-215.
Stuhlmann, F.  1894.  Mit Emin Pascha ins Herz von Afrika. Berlin.
"
Aj18,Bodi,Bodi,NA,1950,"Jensen, A. E. ed. 1959. Altvolker Sud-Aethiopiens. Stuttgart.
"
Aj19,Didinga,Didinga,"Birra, Karoko, Toi",1920,"Driberg, J. H.  1922.  A Preliminary Account of the Didinga.  Sudan Notes Rec. 5: 208-222.
Driberg, J. H.  1925.  Didinga Customary Law.  Sudan Notes Rec. 8: 153-175.
Driberg, J. H.  1932.  At Home with the Savage.  New York. Molinaro, L.  1935.  I Didinga.  Anthropos 30: 421-431.
"
Aj2,Masai,Masai,NA,1900,"Baumann, O. 1894. Durch Massailand zur Nilquelle. Berlin.
Fosbrooke, H. A. 1948. An Administrative Survey of the Masai Social System. Tanganyika Notes and Records 26: 1-50.
Hollis, A. C. 1905. The Masai: Their Language and Folklore. Oxford.
Huntingford, G.W.B. 1953. The Southern Nilo-Hamites. London.
Merker, M. 1904. Die Masai. Berlin."
Aj20,Suri,Suri,"Churi, Kichepo, Thauk, Thuri",1940,"Cerulli, E.  1956.  Peoples of South-west Ethiopia and Its Borderland.  London.
Lyth, R. E.  1947.  The Suri Tribe. Sudan Notes Rec. 28: 106-114.
Pauli, E.  1950.  Die Splitterstamme nordlich des Rudolfsees. Annali Lateranensi 14: 61-189.
"
Aj21,Jie,Jie,NA,1930,"Gulliver, P., and P. H. Gulliver.  1953.  The Central Nilo-Hamites.  London.
Gulliver, P. H.  1953.  The Age-Set Organization of the Jiye Tribe. Journ. Roy. Anth. Indy. 83: 147-168.
Gulliver, P. H.  1955.  The Family Herds.  London.
Gulliver, P. H.  1965.  The Jie of Uganda.  Peoples of Africa, ed. J. 
L. Gibbs, pp. 157-196.  New York.
Wayland, E. J.  1931.  Preliminary Study of the Tribes of Karamoja. Journ. Roy. Anth. Inst. 61: 187-236.
"
Aj22,Labwor,Labwor,NA,1930,"Gulliver, P., and P. H. Gulliver.  1953.  The Central Nilo-Hamites.  London.
Wayland, E. J.  1931.  Preliminary Study of the Tribes of Karamoja.  journ. Roy. Anth. Inst. 61: 187-230.
"
Aj23,Plains Suk,Plains Suk,Pokot,1950,"Beech, M. W. H.  1911.  The Suk, Their Language and Folklore.  Oxford.
Huntingford, G. W. B.  1953.  The Southern Nilo-Hamites. London.
Peristiany, J. G.  1951.  The Age-Set System of the Pastoral Pokot.  Africa 21: 188-206.
Schneider, H. K.  1957.  The Subsistence Role of Cattle Among the Pakot.  Amer. Anth. 59: 278-300.
Schneider, H. K.  1957.  Personal communication.
"
Aj24,Topotha,Topotha,Dabosa,1930,"Gulliver, P., and P. H. Gulliver.  1953.  The Central Nilo Hamites.  London.
Nalder, L. F., ed.  1937.  A Tribal Survey of Mongalla Province.  London.
"
Aj25,Keyu,Keyu,Elgeyu,1920,"Huntingford, G. W. B.  1953.  The Southern Nilo-Hamites. London.
Massam, J. A.  1927.  The Cliff Dwellers of Kenya. London.
"
Aj26,Hill Suk,Hill Suk,Pokot,1910,"Barton, J.  1921.  Notes on the Suk Tribe of Kenia Colony. Journ. Roy. Anth. Inst. 51: 82-100.
Beech, M. W. H.  1911.  The Suk, Their Language and Folklore.  Oxford.                                                                                                                                                                                  Huntingford, G. W. B.  1953.  The Southern Nilo-Hamites. London.
Peristiany, J. G.  1954.  Pokot Sanctions and Structure. Africa 24: 17-25.
Schneider, H. K.  1957.  Personal communication.
"
Aj27,Sapei,Sapei,Sabei,1920,"Roscoe, J.  1924.  The Bagesu and Other Tribes in the Uganda Protectorate. Cambridge.
"
Aj28,Tatoga,Tatoga,"Datoga, Mangati, Taturu",1940,"Baumann, O.  1894.  Durch Massailand zur Nilquelle. Berlin.
Huntingford, G. W. B.  1953.  The Southern Nilo-Hamites. London.
Klima, G.  1964.  Jural Relations Between the Sexes Among the Barabaig.  Africa 34: 9-20.
 Wilson, G. M.  1952-53.  The Tatoga of Tanganyika. Tanganyika Notes Rec. 23: 35-47; 24: 35-54.
"
Aj29,Samburu,Samburu,NA,1950,"Spencer, P.  1965.  The Samburu.  Berkeley."
Aj3,Nuer,Nuer,NA,1930,"Evans-Pritchard, E. E.  1940.  The Nuer.  Oxford.                                                                                                                                                                                                                                            Evans-Pritchard, E. E.  1951.  Kinship and Marriage Among the Nuer.  Oxford.
Evans-Pritchard, E. E.  1940.  The Nuer of the Southern Sudan.  African Political Systems, ed.  Fortes and Evans-Pritchard, pp. 272-292.  Oxford.
HRAF
Evans-Pritchard, Edward Evan.  1936.  Daily life of the Nuer in dry-season camps.  In Custom is King, L. H. Dudley Buxton, ed. London, Hutchinson's Scientific and 
Technical Publications.  Pp. 291-99.
Evans-Pritchard, Edward Evan.  1950.  The Nuer family. Sudan Notes and Records 31:  21-42.
Jackson, H. C.  1923.  Nuer of the Upper Nile Province. Sudan Notes and Records 6:  59-107, 123-89.
Seligman, C. S. and B. Z.  1932.  Pagan tribes of the Nilotic Sudan.  London, George Routledge & Sons, Ltd.
Tucker, A. N.  1933.  Children's games and songs in the southern Sudan.  Journal of the Anthropological Institute 63:  165-87.
"
Aj30,Karamojong,Karamojong,NA,1950,"Dyson-Hudson, N. 1963.  The Karimojong Age System.  Ethnology 2: 353-401
Gulliver, P., and P. H. Gulliver.  1953.  The Central Nilo-Hamites. London.
"
Aj31,Pari,Pari,"Beri, Fori",1920,"Driberg, J. H.  1925.  Lafon Hill.  Sudan Notes Rec. 8: 47-57.
Walsh, R. H.  1922.  The Beri.  Sudan Notes Rec. 5: 47-48.
Evans-Pritchard, E. E.  1940.  The Relationship Between the Anuak and the Fori.  Sudan Notes Rec. 23: 337-340.
"
Aj4,Lango,Lango,Umiro,1920,"Driberg, J. H.  1923.  The Lango.  London.                                                                                                                                                                                                                                                        Driberg, J. H.  1932.  Some Aspects of Lango Kinship.  Sociologus 8: 44-61.
Hayley, T. T. S.  1947.  The Anatomy of Lango Religion and Kin Groups.  Cambridge.
"
Aj5,Turkana,Turkana,Elgume,1920,"Gulliver, P. H.  1955.  The Family Herds.  London.                                                                                                                                                                                                                                       Gulliver, P. H.  1951.  A Preliminary Survey of the Turkana.  Comm. Sch. Afr. Studies, n.s., 26: 1-281.  Cape Town.
Elmley, E. D.  1927.  The Turkana of Kolosia District.  Journ. Roy. Anth. Inst. 57: 157-201.
Rayne, H.  1919.  Turkana.  Journal of the African Society 18: 254-65.
White, R. F.  1920.  Notes on the Turkana tribe.  Sudan Notes and Records 3: 217-22.
"
Aj6,Luo,Luo,"Jaluo, Luwo, Nilotic Kavirondo, Nyifwa",1940,"Southall, A.  1952.  Lineage Formation Among the Luo. Memoranda Int. Afr. Inst. 26: 1-43.
Evans-Pritchard, E. E.  1949.  Luo Tribes and Clans. Rhodes-Liv. Journ. 7: 24-40.
Evans-Pritchard, E. E.  1950.  Marriage Customs of the Kenya Luo.  Africa 20: 132-142.
Hartmann, H.  1928.  Some Customs of the Luwo.  Anthropos 23: 263-275.
Hobley, C. W.  1902.  Eastern Uganda.  Roy. Anth. Inst. Occ. Pap. 1: 1-95.
Butt, Audrey.  1952.  The Luo of Kenya, Ethnographic Survey of Africa: EAst Central AFrica, Part IV: The Nilotes of the Anglo-Egyptian Sudan and Uganda.  London, 
International AFrican Institute.
Owen, W. E.  1933.  Food production and kindred matters along the Luo.  Journal of the East Africa and uganda Natural History Society, Nos. 49-50: 235-249.
Shaw, K. C.  1932.  Some preliminary notes on Luo marriage customs.  Journal of the East Africa and Uganda Natural History Society 45-46: 39-50.  Nairobi, Kenya.
"
Aj7,Nandi,Nandi,NA,1910,"Huntingford, G. W. B.  1950.  Nandi Work and Culture. Colon.  Res. St.  4: 1-126.
Huntingford, G. W. B.  1953.  The Nandi of Kenya.  London.
Huntingford, G. W. B.  1954.  The Southern Nilo-Hamites.  London.
Hollis, A. C.  1909.  The Nandi.  London.
Snell, G. S.  1954.  Nandi Customary Law.  London.
"
