ID,Name,Orig.latitude,Orig. longitude,revised.latitude,revised.longitude,B501_SUBPOP,B501_TLPOP,B501_Area,B501_Density,B501_Gather,B501_Hunt,B501_Fish,B501_SUBSP,B501_GRPPAT,B501_GROUP1,B501_GROUP2,B501_GROUP3,B501_NOMOV,B501_DISMOV,B501_VEGNU,B501_SOIL,B603_NoDataPts,B603_MHt,B603_FHt,B603_HtQual,B603_MWt,B603_FWt,B603_WtQual,B603_References,B801_NoDataPts,B801_Grp1_Disp,B801_Grp2_Agg,B801_PeriodicAgg,B801_References,B804_NoDataPts,B804_NoMovesYear,B804_DistMoved,B804_Ref,B807_NoDataPts,B807_PctPolygyny,B807_PctPolygynyQual,B807_MMarrAge,B807_FMarrAge,B807_References,B901_NoDataPts,B901_SYSTATE3,B901_MHSSET,B901_MHSET2,B901_FAMHOUS,B901_G2MHS,B901_G2MHSET2,B901_G2MHSET3,B901_G2BASORD,B901_PREVALUE,B901_PREDG2MH,B901_G1FAMSZ,B901_G2FAMSZ,B901_G1MHS,B901_POLYSCAL,B901_POLPOS,B901_CLASS,B901_PEROGAT,B901_MONEY,B901_OCCSPE,B901_COMMON,B901_COMSTFUN,B901_OWNERS
B325,Thompson,51.26,-121.75,51.26,-121.75,n,5150.00,155.00,33.20,20.00,25.00,55.00,3,2,18.00,113.00,265.00,0.00,0.00,18,U,1,1659,1576,NA,NA,NA,NA,Boas and Farrand 1899:630,1,18,113,265,Teit 1900:241-48,NA,NA,NA,NA,1,25,NA,24,20,"Teit 1900:321, 326",1,6,2,3,NA,5.02,3,1,8,24.26,23.6,NA,NA,0.8,3,2,2,3,1,1,1,2,3
B326,Kalispel,47.94,-115.67,47.94,-115.67,n,1000.00,666.00,1.50,20.00,35.00,45.00,3,1,22.00,75.00,350.00,0.00,0.00,17,U,NA,NA,NA,NA,NA,NA,NA,NA,1,22,75,350,Teit 1930:331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,5,2,10.36,4,2,7,8.11,8.11,6.08,20.72,3.04,3,2,1,3,1,1,1,1,3
B327,Kitchibaun Ojibwa,45.21,-85.10,45.21,-85.10,n,3000.00,600.00,5.00,15.00,40.00,45.00,3,1,15.00,65.00,200.00,14.00,225.00,14,S,NA,NA,NA,NA,NA,NA,NA,NA,1,15,65,200,Jenness 1935:13,1,14,225,Jenness 1935:13-14,1,NA,NA,19,16,Jenness 1935:98,1,5,2,3,2,3.57,1,1,6,14.85,13.62,4.29,7.14,2.14,2,1,1,2,1,1,5,1,4
B328,Katikitegon,45.00,-91.00,45.00,-91.00,n,76.00,24.60,3.09,15.00,45.00,40.00,1,2,0.00,76.00,0.00,14.00,280.00,14,A1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,76,NA,Kinietz 1947:247,1,14,280,Kinietz 1947:43-55,1,12,NA,15,12.5,"Kinietz 1947:31-33, 128, 137",1,4,5,1,NA,14,5,3,7,4.51,4.51,NA,NA,NA,3,1,1,1,1,1,2,2,4
B329,Micmac,46.99,-65.00,46.99,-65.00,n,4393.00,1017.00,4.32,10.00,55.00,35.00,1,1,15.00,25.00,150.00,12.00,252.00,14,S,1,1747,1579,NA,NA,NA,NA,Boas 1895:574,1,15,25,190,Speck 1922:143-44,1,12,252,"Speck and Dester 1951:251-55; Wallis and Wallis 1955:64-66, 172",1,13,NA,25,16,"Speck 1922:144; Wallis and Wallis 1955:233, 237, 240",1,6,2,3,1.32,3.47,1,1,3,7.00,5.31,2.75,4.59,2.08,3,1,2,4,1,1,1,1,3
B330,Flathead,46.28,-113.26,46.28,-113.26,n,800.00,533.00,1.50,20.00,60.00,20.00,1,1,24.00,73.00,300.00,0.00,0.00,18,U,NA,NA,NA,NA,NA,NA,NA,NA,1,24,73,300,Teit 1930:331; Turney-High 1937:98,NA,NA,NA,NA,1,20,NA,21,17,"Teit 1930:382; Turney-High 1937:86, 94",1,6,2,3,NA,6.02,3,1,7,16.42,15.28,NA,NA,1.98,3,1,2,3,1,1,2,1,3
B331,Rainy River Ojibwa,45.21,-85.10,45.21,-85.10,n,230.00,190.10,1.21,10.00,60.00,30.00,1,1,21.00,57.00,190.00,13.00,350.00,14,S,NA,NA,NA,NA,NA,NA,NA,NA,1,21,57,210,Hickerson 1967:54-55,1,13,350,Hickerson 1967:48-52; Landes 1937b:88-95,1,17,NA,27,22,Hickerson 1967:56; Landes 1937:69-71,1,5,3,4,1.95,6.95,4,2,6,6.92,6.92,5,13.57,2.56,2,2,1,2,1,1,5,1,1
B332,North Saulteaux,52.28,-96.78,52.28,-96.78,n,185.00,154.20,1.20,5.00,65.00,30.00,1,1,15.00,45.00,185.00,15.00,375.00,22,S,1,1719,NA,NA,NA,NA,NA,Grant 1924:302,1,15,45,185,Bishop 1978:222-26,1,15,375,LRB estimate,2,11.5,NA,21,13,"Hallowell 1938:240, 1955:300; Skinner 1911:151",1,5,2,3,NA,5.36,2,1,5,10.93,9.46,NA,NA,1.79,2,3,1,2,1,1,5,1,1
B333,Shuswap,53.41,-119.53,53.41,-119.53,n,14582.00,1176.00,12.40,15.00,30.00,55.00,3,2,0.00,108.00,266.00,4.00,60.00,18,U,1,1705,1569,NA,NA,NA,NA,Chamberlain 1892:615,1,NA,108,266,Teit 1905:457-66,1,4,60,Dawson 1891:7-10,1,23,NA,23,17.5,Teit 1900:324,1,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,3,1,2,3,2,2,2,1,2
B334,Pekangekum Ojibwa,51.84,-93.85,51.84,-93.85,n,382.00,124.00,3.08,10.00,60.00,30.00,1,2,22.00,55.00,160.00,0.00,0.00,17,S,1,1680,NA,NA,NA,NA,NA,Grant 1924:302,1,22,55,160,"Dunning 1959:57,58,84; Rogers 1969:31",NA,NA,NA,NA,1,13,NA,NA,NA,Dunning 1959:138,1,3,3,4,NA,6.71,3,1,6,12.89,11.54,NA,NA,2.68,2,3,1,2,1,1,5,1,1
B335,Round Lake Ojibwa,52.71,-90.62,52.71,-90.62,n,250.00,142.90,1.75,15.00,65.00,20.00,1,1,7.00,50.00,150.00,0.00,0.00,17,S,1,1709,NA,NA,NA,NA,NA,Grant 1924:302,1,7,50,150,"Rogers 1963:67,76,88; 1969:25,31",NA,NA,NA,NA,1,NA,NA,21.7,16.7,Rogers 1962a:B54,1,3,5,1,NA,9.8,5,3,5,4.07,4.07,NA,NA,1.37,2,3,1,2,1,1,2,1,1
B336,Allcatcho,51.32,-124.02,51.32,-124.02,n,405.00,54.00,7.50,10.00,55.00,35.00,1,1,20.00,85.00,235.00,5.50,90.00,17,U,NA,NA,NA,NA,NA,NA,NA,NA,1,20,85,235,Goldman 1940:334,1,5.5,90,Goldman 1940:351-52,NA,NA,NA,NA,NA,NA,1,7,3,4,NA,8.1,4,2,7,8.77,8.77,NA,NA,1.9,3,2,3,5,2,3,2,2,2
B337,Nipigon Ojibwa,49.34,-88.31,49.34,-88.31,n,221.00,255.00,0.87,10.00,55.00,35.00,1,1,18.00,36.00,126.00,14.00,350.00,17,S,NA,NA,NA,NA,NA,NA,NA,NA,1,18,36,126,Hickerson 1962:30-33,1,14,350,Cameron 1890:256,1,13,NA,15,6.5,Cameron 1890:265; Grant 1960:320,1,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,3,2,2,1,1,5,1,1
B338,Mistassini Cree,51.75,-72.66,51.75,-72.66,n,450.00,779.00,0.58,0.90,74.00,25.10,1,1,6.00,37.00,215.00,16.00,450.00,17,S,1,1676,1549,NA,NA,NA,NA,Rogers 1972:92,1,15,37,215,"Rogers 1962a: 23,1969:30",1,16,450,Rogers 1972:107-11,1,16.3,NA,21,18,Lips 1947:419-54; Rogers 1962a,1,3,2,3,1.94,6.14,2,1,4,9.36,7.8,4.82,11.9,2.49,2,3,1,2,1,1,2,1,3
B339,North Albany Ojibwa,51.22,-83.10,51.22,-83.10,n,225.00,157.40,1.43,5.00,60.00,35.00,1,1,0.00,50.00,225.00,14.00,2.75,12,A1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50,225,Rogers 1969:43,1,14,275,Dunning 1959; LRB estimate,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,3,1,2,1,1,2,1,1
B340,Waswanipi Cree,49.78,-76.64,49.78,-76.64,n,150.00,358.00,0.41,5.00,55.00,40.00,1,1,12.00,58.00,235.00,0.00,0.00,17,S,NA,NA,NA,NA,NA,NA,NA,NA,1,12,58,235,"Rogers 1969:31; Morantz 1983:89, 106",NA,NA,NA,NA,1,16,NA,NA,NA,"Morantz 1983:87, 89",1,3,NA,NA,NA,NA,NA,NA,6,NA,NA,2.12,10.27,NA,2,3,1,2,1,1,2,1,1
B341,Wegamon Ojibwa,52.79,-90.64,52.79,-90.64,n,250.00,490.00,0.51,10.00,55.00,35.00,1,1,10.00,50.00,140.00,0.00,0.00,17,S,1,1712,1574,NA,70.3,NA,NA,Boas 1895:574,1,10,50,140,Rogers and Black 1976:19,NA,NA,NA,NA,1,17,NA,NA,NA,Rogers and Black 1976:19,1,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,3,1,2,1,1,5,1,1
B342,Montagnais,52.42,-63.33,52.42,-63.33,n,2700.00,6600.00,0.41,10.00,50.00,40.00,1,1,22.00,95.00,245.00,19.00,318.00,17,S,NA,NA,NA,NA,NA,NA,NA,NA,1,22,95,245,Tanner 1944:592-609,1,19,318,Lane 1952:13,1,7,NA,NA,NA,Lane 1952:29,1,5,2,3,2.27,6.33,3,1,8,20.73,19.86,3.33,14.39,1.47,2,1,1,2,1,1,5,1,1
B343,Sekani,56.14,-120.00,56.14,-120.00,n,656.00,800.00,0.82,10.00,60.00,30.00,1,1,18.00,40.00,164.00,15.00,400.00,17,A1,2,1688,1573,NA,NA,NA,NA,Jenness 1937:27; Grant 1936:18,1,18,40,164,Dennison 1981:434-35; Jenness 1937:14,1,15,400,"Jenness 1937:32-37, 58",1,10,NA,NA,NA,Jenness 1937:52,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1
B344,Beaver,58.51,-115.76,58.51,-115.76,n,1000.00,1947.00,0.51,10.00,55.00,35.00,1,1,20.00,58.00,110.00,20.00,400.00,17,T,1,1683,1564,NA,NA,NA,NA,Grant 1936:13-15,1,20,58,110,Ives 1985:166-67,1,20,400,Goddard 1916:212; Ridington 1982:472,1,24,NA,14,11,Goddard 1916:221; Ives 1985:156,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,5.17,14.99,NA,2,1,1,1,1,1,5,1,1
B345,Slave,61.15,-119.50,61.15,-119.50,n,2454.00,2453.70,1.00,10.00,60.00,30.00,1,1,13.00,39.00,220.00,13.00,445.00,22,T,NA,NA,NA,NA,NA,NA,NA,NA,1,13,39,220,"Helm 1961:50-52, 169; Ives 1985:166-67; Janes 1983:50-51",1,13,445,Helm 1961:16-27,1,9,NA,25,17.5,"Helm 1961:48, 53, 72",1,4,4,5,NA,7.56,4,2,4,5.73,5.73,NA,NA,2.52,2,1,1,1,1,1,2,1,1
B346,Kaska,59.73,-125.00,59.73,-125.00,n,540.00,600.00,0.90,10.00,65.00,25.00,1,1,16.00,58.00,139.00,9.00,280.00,22,U,NA,NA,NA,NA,NA,NA,NA,NA,1,16,58,139,Honigmann 1949:33-37,1,9,280,"Honigmann 1954:12, 31-68",1,6,>,18,16,Honigmann 1954:131,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,4.66,16.91,NA,1,2,1,1,1,1,2,1,1
B347,Tahltan,57.66,-127.85,57.66,-127.85,n,810.00,700.00,1.16,10.00,60.00,30.00,1,1,0.00,71.00,165.00,0.00,0.00,17,U,1,1704,1617,NA,NA,NA,NA,Boas 1901:61-63,1,NA,71,165,MacLachlan 1981:460-61,NA,NA,NA,NA,1,5,<,19,15,Emmons 1911:98; MacLachlan 1981:464,1,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,2,2,3,2,2,2,1,2
B348,Chilcotin,51.68,-124.00,51.68,-124.00,n,2500.00,217.00,11.52,10.00,40.00,50.00,3,2,0.00,0.00,0.00,0.00,0.00,18,U,1,1651,1565,NA,NA,NA,NA,Boas and Farrand 1899:630,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,17,16,Lane 1981:405,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,2,2,1,2
B349,Carrier,53.33,-123.15,53.33,-123.15,n,525.00,70.00,7.59,10.00,47.00,43.00,1,2,18.00,54.00,170.00,12.00,275.00,17,A1,1,1679,1572,NA,NA,NA,NA,Grant 1936:18,1,18,54,170,Jenness 1943:485-86,1,12,275,Jenness 1943:531-39,1,NA,NA,21,17.5,Jenness 1937:524-25,1,7,2,3,NA,4.15,2,1,6,12.69,11.33,NA,NA,1.38,3,2,3,5,2,2,2,1,2
B350,Mountain,63.68,-125.37,63.68,-125.37,n,780.00,1000.00,0.78,10.00,75.00,15.00,1,1,15.00,60.00,0.00,0.00,0.00,17,U,NA,NA,NA,NA,NA,NA,NA,NA,1,15,60,NA,Gillespie 1981:334-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,3.18,12.71,NA,1,1,1,1,1,1,2,1,2
B351,Han,64.79,-141.20,64.79,-141.20,n,1000.00,550.80,1.80,10.00,70.00,20.00,1,1,0.00,0.00,214.00,0.00,0.00,22,T,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,214,Crow and Obley 1981:511,NA,NA,NA,NA,1,3,NA,19,14,Crow and Obley 1981:509,1,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,2,1,2
B352,Hare,67.47,-125.00,67.47,-125.00,n,572.00,1734.00,0.33,10.00,65.00,25.00,1,1,13.00,26.00,120.00,16.00,450.00,17,T,NA,NA,NA,NA,NA,NA,NA,NA,1,13,26,120,"Helm 1961: 169; Savishinsky 1974:47, 54",1,16,450,Savishinsky 1974:86-138,1,5,<,16,13,Savishinsky and Hara 1981:319; Whiting 1964:530,1,4,2,3,NA,5.49,1,1,3,7.20,5.51,NA,NA,2.74,2,1,1,1,1,1,2,1,1
B353,Attawapiskat Cree,53.62,-83.88,53.62,-83.88,n,4460.00,3120.00,1.43,5.00,40.00,55.00,3,1,17.00,55.00,172.00,8.00,215.00,17,A1,1,1680,1555,NA,NA,NA,NA,Mason 1967:5,1,17,55,172,Honigmann 1956:58; 1981:228-29,1,8,215,Honigmann 1956:32,1,5,<,19,16.5,"Honigmann 1956:61, 62",1,4,4,5,1.44,9.17,4,2,6,6.79,6.79,4.07,13.16,2.83,2,3,1,1,1,1,2,1,1
B354,Koyukon,66.52,-153.78,66.52,-153.78,n,2000.00,1825.00,1.09,5.00,60.00,35.00,1,1,14.00,38.00,105.00,14.00,350.00,17,T,NA,NA,NA,NA,NA,NA,NA,NA,1,14,38,105,Clark 1974:96,1,14,350,"McFadyer1981:593, 588-89",1,NA,NA,19.5,14.5,Clark 1975:174-75,1,4,2,3,3.21,2.49,2,1,4,9.55,8.01,2.95,8,0.92,2,1,1,1,2,2,2,4,2
B355,Chippewyan,59.47,-106.19,59.47,-106.19,n,2850.00,6194.00,0.46,5.00,70.00,25.00,1,1,23.00,75.00,295.00,18.00,496.00,26,S,1,1647,1509,NA,NA,NA,NA,Grant 1936:13-15,1,23,75,295,"Smith 1981:275, 1978:81, 1976:19",1,18,496,Fidler 1934,1,11,NA,26,12,Smith 1981:277-79,1,4,3,4,1.99,8.33,4,2,7,8.11,8.11,5.09,16.59,2.56,2,1,1,1,1,1,5,1,3
B356,Kutchin,65.94,-135.23,65.94,-135.23,n,4863.00,2861.00,1.70,2.00,65.00,33.00,0,1,32.00,78.00,210.00,16.00,450.00,22,T,1,1646,1521,NA,NA,NA,NA,Boas 1901:64-65; McKennan 1964:47,1,32,78,210,"Slobodin 1969:58-59, 64",1,16,450,"Slobodin 1969:58-64, 78-83",1,4,NA,16,15,Osgood 1936:142; Slobodin 1981:524,1,6,4,5,2,10,4,2,7,8.30,8.3,8.21,20,4.1,2,1,2,2,1,1,2,1,3
B357,Ingalik,61.82,-157.75,61.82,-157.75,n,1500.00,690.00,2.71,2.00,43.00,55.00,3,2,0.00,77.00,0.00,4.00,64.00,17,U,NA,NA,NA,NA,NA,NA,NA,NA,2,8,53,NA,Michael 1967:307; Sullivan 1942:10,1,4,64,Michael 1967:307,1,3,NA,24,15,"Osgood 1958:160; Snow 1981:609, 610",1,5,2,3,NA,4.3,3,1,7,17.20,16.12,NA,NA,NA,3,1,1,2,1,1,1,4,4
B358,Satudene-Bear Lake,65.75,-122.89,65.75,-122.89,n,825.00,1500.00,0.55,3.00,75.00,20.00,1,1,12.50,29.00,0.00,14.00,375.00,22,T,NA,NA,NA,NA,NA,NA,NA,NA,1,12,29,NA,MacKenzie 1966:49-56,1,14,375,Hooper 1853,1,NA,NA,24,10,Rushforth 1977:119-21,1,4,2,3,NA,5.03,1,1,3,7.79,6.14,NA,NA,2.17,2,1,1,1,1,1,2,1,1
B359,Nabesna,63.44,-143.12,63.44,-143.12,n,162.00,210.00,0.77,3.00,40.00,57.00,3,2,17.00,39.00,0.00,14.00,320.00,22,T,1,1699,NA,NA,NA,NA,NA,McKennan 1964:46,1,17,39,NA,McKennan 1959:18,1,14,320,McKennan 1959,1,NA,NA,28,14,McKennan 1959:118,1,5,2,3,1.8,4.88,2,1,4,9.75,8.22,3.82,8.76,2.13,3,1,1,2,1,2,2,4,2
B360,Rupert House Cree,51.08,-77.81,51.08,-77.81,n,450.00,500.00,0.90,3.00,56.00,41.00,1,1,12.00,55.00,225.00,16.00,340.00,17,S,NA,NA,NA,NA,NA,NA,NA,NA,1,12,55,225,Morantz 1983:106,1,16,340,Morantz 1983:33-37,1,18,NA,21,14,Morantz 1983:87; Skinner 1911:151,1,3,NA,NA,NA,NA,NA,NA,6,NA,NA,2.34,10.72,NA,2,3,1,1,1,1,5,1,1
B361,Dogrib,63.85,-115.61,63.85,-115.61,n,1590.00,1809.00,0.88,3.00,66.00,31.00,1,1,22.00,60.00,162.00,13.00,450.00,22,T,1,1654,NA,NA,66.6,NA,NA,Szathmary 1984:65,1,22,60,162,Helm 1968:120,1,13,450,Helm 1972:63-72,1,4,NA,18,12,Helm 1972:74; Keith 1960:114,1,4,5,1,NA,15,6,3,6,4.24,4.24,NA,NA,5.5,2,1,1,1,1,1,2,1,1
B362,Tanaina,61.74,-150.45,61.74,-150.45,n,4500.00,925.00,4.86,3.00,51.00,46.00,1,2,0.00,68.00,0.00,2.00,36.00,17,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,68,NA,Michael 1967:306,1,2,36,Michael 1967:306,1,8,NA,30,16.5,"Osgood 1937:161, 164; Townsend 1963:214; 1981:633",1,7,2,3,NA,3.79,3,1,6,15.43,14.24,NA,NA,NA,3,1,3,4,2,2,2,3,2
B363,Tutchone,61.24,-138.21,61.24,-138.21,n,1500.00,1620.00,0.92,2.00,62.00,36.00,1,1,17.00,60.00,0.00,19.00,450.00,22,T,NA,NA,NA,NA,NA,NA,NA,NA,1,17,60,NA,Legros 1982:68-69,1,19,450,Legros 1982:67-69,1,NA,NA,25,16,McClellan 1981:500,1,6,NA,NA,NA,NA,NA,NA,6,NA,NA,5.11,18.02,NA,2,2,2,1,2,1,2,2,2
B364,Holikachuk,63.33,-157.54,63.33,-157.54,n,330.00,216.40,1.52,2.00,36.00,62.00,3,2,0.00,66.00,300.00,0.10,0.00,17,T,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,66,300,Snow 1981:615,1,0.1,0.1,Snow 1981:615-16,1,NA,NA,24,14.5,Snow 1981:615,1,6,2,3,3.69,4.4,3,1,6,15.04,13.83,NA,16.22,NA,3,1,2,2,1,1,2,4,2
B365,Naskapi,56.19,-68.92,56.19,-68.92,n,400.00,960.00,0.42,1.00,73.00,26.00,1,1,23.00,39.00,117.00,16.00,420.00,17,T,1,1662,1546,NA,NA,NA,NA,Hallowell 1929:341,1,23,39,117,"Henriksen 1973:58-59, 68",1,16,420,"Henriksen 1973:2, 4",1,NA,NA,22,15,Tanner 1944:685,1,4,2,3,1.73,4.7,2,1,4,9.75,8.22,4.78,8.11,2.77,2,1,1,1,1,1,2,1,1
B369,Norton Sound Inuit,63.98,-160.75,63.98,-160.75,n,1600.00,210.00,7.61,1.00,15.00,84.00,3,2,27.50,48.00,0.00,0.10,0.00,17,T,1,1654,1561,NA,NA,NA,NA,Seltzer 1933:341,1,27.5,48,NA,Ray 1992:295,1,0.1,0.1,LRB estimate,1,4,NA,NA,13,Ray 1992:286,1,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,1,2,2,1,1,5,4,3
B370,Kobuk Inuit,66.95,-156.94,66.95,-156.94,n,500.00,187.00,2.67,1.00,63.00,36.00,1,1,18.00,30.00,0.00,9.00,225.00,17,T,NA,NA,NA,NA,NA,NA,NA,NA,1,18,30,NA,Burch 1975:257-58,1,9,225,Giddings 1956:5-55,1,2,NA,24,15,"Giddings 1956:26, pers. comm. 1963",1,5,2,3,1.61,4.14,1,1,3,7.98,6.35,4,6.67,2.48,2,1,1,2,1,1,2,4,1
B371,Kotzebue Sound Inuit,66.77,-161.53,66.77,-161.53,n,975.00,147.00,6.63,1.00,21.00,78.00,3,2,24.50,49.00,350.00,0.10,0.00,26,T,1,1675,1607,NA,64.3,64.3,NA,Rodahl and Edwards 1952:243,1,24.5,49,350,"Burch 1975:269-72, 1984:305",1,0.1,NA,LRB estimate,1,9,NA,NA,NA,Burch 1975:269-72,1,6,2,3,2,5,2,1,5,11.71,10.3,5,10,2.5,3,1,2,2,2,1,2,4,2
B372,Labrador Inuit,57.97,-62.02,57.97,-62.02,n,1460.00,525.00,2.78,0.01,29.00,70.99,3,1,11.00,35.00,158.00,4.00,135.00,17,T,1,1583,1504,NA,NA,NA,NA,Seltzer 1933:341,1,11,35,158,"Taylor 1974:15-19, 64",1,4,135,Taylor 1974:51-58,1,36,NA,24,13,Taylor 1974:68-69,1,5,1,2,4,1.54,2,4,4,8.96,NA,1.93,6.14,0.48,2,1,1,2,1,1,2,4,2
B373,Great Whale Inuit,55.32,-77.69,55.32,-77.69,n,450.00,242.00,1.86,0.10,18.00,81.90,3,1,20.00,40.00,65.00,3.00,85.00,17,T,NA,NA,NA,NA,NA,NA,NA,NA,1,20,40,65,"Willmot 1960:48, 53",1,3,85,Saladin d'Anglure 1984:497-99,1,25,NA,NA,NA,Saladin d'Anglure 1984:493,1,6,4,5,NA,6.91,4,2,4,5.80,5.8,NA,NA,3.45,2,1,2,2,1,1,2,4,1
B374,Caribou Inuit,64.33,-96.20,64.33,-96.20,n,700.00,2365.00,0.30,0.10,55.00,44.90,1,1,19.50,40.00,75.00,16.00,440.00,26,T,NA,NA,NA,NA,NA,NA,NA,NA,1,19.5,40,75,Birket-Smith 1929:67-69,1,16,440,LRB estimate,1,22,NA,19,14.5,"Arima 1984:455; Rasmussen 1930:11-13, 22-23, 37-38",1,4,2,3,1.65,5.63,2,1,4,9.95,8.42,4.52,9.28,2.75,2,1,1,1,1,1,1,1,1
B375,Noatak Inuit,68.09,-160.00,68.09,-160.00,n,550.00,250.00,2.20,0.10,75.00,24.90,1,1,17.50,30.00,105.00,12.00,360.00,26,T,1,1685,1556,NA,NA,NA,NA,Boas 1901:64-65,1,17.5,30,105,Binford 1971 field notes; Burch 1975:255,1,12,360,Binford 1972 field notes,1,10,NA,25,16,Binford field notes 1969 (July),1,4,2,3,2.5,4,1,1,3,7.98,6.35,5.83,10,2.33,2,1,1,1,1,1,1,1,1
B377,Nunamiut Inuit,68.18,-151.71,68.18,-151.71,n,240.00,249.00,0.96,0.10,89.00,10.90,1,1,18.50,25.10,75.00,11.00,501.00,26,T,1,1649,1549,NA,NA,NA,NA,"Jamison 1978:56, 58",3,11.73333333,32.23333333,73,Amsden 1977:224; Binford 1991:80,1,11,501,"Amsden 1977:159, 163",1,12,NA,28,15,Binford and Chasko 1976:73-77,1,4,2,3,1.6,3.35,1,1,3,7.02,5.33,3.94,5.35,2.47,2,1,1,1,1,1,1,1,1
B378,Mackenzie Inuit,69.96,-132.09,69.96,-132.09,n,2500.00,650.00,3.84,0.10,38.00,61.90,3,2,12.00,45.00,135.00,6.00,145.00,26,T,1,1683,1535,NA,NA,NA,NA,Seltzer 1933:341,1,12,45,135,McGhee 1988:11; Tyrrell 1897:167,1,6,145,McGhee 1988:7-24,1,5,NA,NA,NA,Smith 1984:353,1,6,2,3,NA,4.09,2,1,5,10.93,9.46,NA,NA,1.09,2,1,2,1,1,1,2,4,3
B379,Sivokamiut Inuit,63.49,-170.31,63.49,-170.31,n,600.00,40.00,15.00,0.10,10.00,89.90,3,2,19.00,121.00,0.00,2.00,16.00,26,T,2,1647,1523.5,NA,64.4,56.5,NA,Rodahl and Edwards 1952:243; Hrdlicka 1930:251,1,19,121,NA,Moore 1923:340,1,1,16,Moore 1923:349,1,12,NA,23,15,Moore 1923:367,1,6,4,5,NA,17.93,5,3,8,5.27,5.27,NA,NA,2.81,2,1,2,1,1,2,2,4,1
B380,Point Hope Inuit,68.29,-166.62,68.29,-166.12,n,450.00,107.10,4.20,0.01,35.00,64.90,3,2,13.00,79.00,0.00,2.00,75.00,26,T,1,1665,NA,NA,NA,NA,NA,Jenness 1922:b49; Seltzer 1933:341,1,13,179,NA,Burch 1975:260-69,1,2,75,"Burch 1975:260-69; Rainey 1947:240, 244-67",1,2,NA,NA,NA,Burch 1975:260-69,1,6,4,5,2.4,21.96,5,3,10,6.25,6.25,3.83,52.8,1.6,2,1,2,2,1,1,2,4,3
B381,Copper Inuit,68.58,-106.61,68.58,-106.61,n,2000.00,4620.00,0.43,0.01,25.00,74.99,3,1,18.00,105.00,264.00,14.00,444.00,26,T,1,1648,1564,NA,NA,NA,NA,Jenness 1922:b49,1,18,105,264,"Jenness 1922:30, 55, 57; Rasmussen 1932:70, 78-85",1,14,444,"Jenness 1932:32, 55, 56",1,5.6,NA,25,13,"Damas 1972:42, 1984:401; Rasmussen 1932:78-85",1,4,5,1,1.62,18.99,5,3,8,5.00,5,5.26,30.7,3.25,2,1,1,1,1,1,1,1,1
B382,Utkuhikhalingmiut,66.99,-95.18,66.99,-95.18,n,164.00,431.00,0.38,0.01,30.00,69.90,3,1,18.00,35.00,0.00,15.00,380.00,26,T,NA,NA,NA,NA,NA,NA,NA,NA,1,18,35,NA,"Briggs 1970:15, 372-74",1,15,380,"Briggs 1970:30, 32-40",1,3.1,NA,19,14,Rasmussen 1931:85-90,1,4,2,3,2.16,4.2,1,1,4,8.96,7.39,4.68,9.09,2.16,2,1,1,1,1,1,2,1,1
B383,Aivilingmiut Inuit,65.16,-88.12,65.16,-88.12,n,130.00,400.00,0.32,0.01,35.00,64.90,3,1,13.00,26.00,64.00,14.00,400.00,26,T,2,1601,1583,1,NA,NA,NA,Oetteking 1931:423; Hrdlicka 1930:230,1,13,26,64,"Rae 1850:40, 48, 49",1,14,400,"Mathiassen 1928:15-17, 24",1,3,NA,18,12.5,Mathiassen 1928:15-17; Van de Velde et al. 1992:3,1,4,2,3,1.89,4.52,1,1,3,7.20,5.51,4.26,8.52,2.26,2,1,1,1,1,1,2,1,1
